caption,country,dimensions,full_name,image_url,likes,location,tagged_account,timestamp,user
"Musement Barre Weekly at @pulsestudiosksa this class will target muscles you never even knew existed! 🔥💪🏽 
.
.
#barre #musementbarre #barreburn #pilates #tone #lululemon #pumame #legday",,"{'height': 1920, 'width': 1080}",Hala D,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158635341_271859244316838_5848674072755994650_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=z6MGt0tWAGgAX9NMG91&oh=ed908b7963f3a47a2a4856e4fabb1dec&oe=604B03BA,110,,[],2021-03-09 14:30:29,hd_fitness
I ain’t stoppin’ till we chillin at the top 🙌🏽,US,"{'height': 1345, 'width': 1080}",Gabriella Valdez,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/158151516_2806707646258966_6129534022777719256_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=4pOW19nsy-EAX-InHkH&oh=19614921a34494a52f4f77f00e97d769&oe=6073CCA6,343,"{'street_address': '', 'zip_code': '', 'city_name': 'San Antonio, Texas', 'region_name': '', 'country_code': 'US', 'exact_city_match': False, 'exact_region_match': False, 'exact_country_match': False}",[],2021-03-09 14:29:53,gabriellavvaldez
"Wonky meeting schedule today so I’m hopping on later than usual, but I’m doing it. W8R2 is a 45-minute PZE with @denis__morton, then all that’s left is the FTP test, which I should hopefully get to on Friday. 
@onepeloton #onepeloton @powerzonepack #powerzonepack #powerzonetraining #powerzone #powerzoneendurance #pz #pze #RollinWithMySNOWmies #amazon #lululemon #feetures #velvetcaviar",,"{'height': 1350, 'width': 1080}",S T A C Y,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/158433894_1635786843275082_6156357800121390528_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=-KbI9ZRuPhEAX__Nue5&oh=725b328de719e09644e7d5178bfcc8ab&oe=60730B5B,8,,"['lululemon', 'amazon', 'velvetcaviar', 'feetures']",2021-03-09 14:29:02,spinnie__minnie
"Did you get in your workout today? 🔥⁣
⁣
Keep showing up and good things will happen ❤️⁣
⁣
@lululemon⁣
#thesweatlife⁣
•⁣
•⁣
•⁣
•⁣
•⁣
•⁣
#lululemonmen #lululemon #lululemonambassador #littlerock #arkansas #littlerockarkansas #fitdad #benchpress #armworkout",US,"{'height': 750, 'width': 750}",Ben Barker | Fitness Coach,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158238089_453619089389758_6187312041398514724_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=co1XRzj7CdIAX8sn-vL&oh=e5b2b22664a56f461ee3f807754e6615&oe=604B4B9E,57,"{'street_address': '', 'zip_code': '72002, 72103, 72201, 72202, 72204, 72205, 72206, 72207, 72209, 72210, 72211, 72212, 72223, 72227', 'city_name': 'Little Rock, Arkansas', 'region_name': '', 'country_code': 'US', 'exact_city_match': True, 'exact_region_match': False, 'exact_country_match': False}",['lululemon'],2021-03-09 14:28:19,benbarkerfitness
"NWT Lululemon LA Sweat shorts. High rise. Black speckled. Size 10.
$50 shipped 
•
•
#lululemon #resale #thrifted",,"{'height': 1080, 'width': 1080}",sought & found,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/158444367_431012984853621_7952466886842568307_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=-iE9YVXW1i0AX_ZwvEi&oh=fbed6312d8c5e993bbd21e6967c842de&oe=60740011,9,,[],2021-03-09 14:27:37,sought.and.found
"New items that’s been added to my closet! So excited for more lighter & fun colors!  1. SHEIN Short sleeve top with cute front knot. Size L.  2. MiCHAEL KORS Blouse ruffles and stripes. Size L.  3. LULULEMON RUN: Catch Me Tank in maroon. Size 6
4. Lululemon Scoop Neck Tank in Fuschia. Size 10. (JUST SOLD)! 
5. Citizen of Humanity Low rise skinny jeans in black. Size 26

#poshmarkcanada #poshmark #poshmarkcommunity #poshmarkseller #reseller #resellingcommunity #shopmycloset #smallbusiness #poshmarkmom #mompreneur #mompreneurlife #thriftedfashion #momboss #poshmarkcloset #thriftedfashion #thriftedlife #womensfashion #lululemon #michaelkors",,"{'height': 1080, 'width': 1080}",🍒𝘾𝙝𝙚𝙧𝙞𝙚🍒,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158291322_445623779831593_404023191000698405_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=IjZsF4J45yoAX-RqJGj&oh=8c76b53285201ec648e457732826b36c&oe=60739F88,35,,[],2021-03-09 13:51:47,cherryberryvan
"𝗯𝗲 𝘆𝗼𝘂𝗿 𝗼𝘄𝗻 𝗰𝗼𝗺𝗽𝗲𝘁𝗶𝘁𝗶𝗼𝗻.
It’s you vs. you. Every sprint, every power push, every dance move... the goal is to become a better version of yourself every time we share space & energy in the arena. Whether it’s a mindset shift or unlocking a new capability with your body, it’s all winning in your own personal competition. We get to strive for better within ourselves, while simultaneously working as a team, and that’s the beauty of what we do at @gocyclenow. We start as a team, we finish even stronger as a 𝘁𝗲𝗮𝗺.🤍",US,"{'height': 1349, 'width': 1080}",CC ♡,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/158010973_778939163026114_5120641807397118913_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=3Qe8Ue5aTlgAX_IiE20&oh=7d96701b5b79acbce184eb3616a9c466&oe=607266D5,145,"{'street_address': '441 E Mitchell Hammock Road Suite 1119', 'zip_code': '32765', 'city_name': 'Oviedo, Florida', 'region_name': '', 'country_code': 'US', 'exact_city_match': False, 'exact_region_match': False, 'exact_country_match': False}","['adidasnyc', 'gocyclenow', 'schwinnindoorcycling', 'schwinnfitness', 'rukusoviedo', 'cycleprocarey']",2021-03-09 13:51:20,careytini
"OPEN TO TRADING!!
Size 6 align tank diamond dye cassis
NWT, from my personal collection 

Willing to trade for almost any color align top size 4, or any color “like a cloud bra” size 6, dm me!

Set price of $55 shipped to purchase

#lulu #lululemon #lululemonleggings #nulu #trade #smallbusiness #closetfinds 

#thriftythrivinavail",,"{'height': 1079, 'width': 1080}",✨ACTIVE GIVEAWAY✨,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/159027252_444012843476047_1604832919966103219_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=8c95DLrwwioAX_S3o2S&oh=668ce01721ffc80ffce202bf693aa373&oe=6070E225,99,,[],2021-03-09 13:50:41,thrifty_thrivin
It’s raining,US,"{'height': 1350, 'width': 1080}",Katy Malone,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/159043822_257456759287826_165567797722347577_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=k4kxtWfymlEAX9fxb_l&oh=71a2ab5963424f0e648d2069bdc28ca6&oe=6071AB1F,71,"{'street_address': '', 'zip_code': '', 'city_name': 'Kaena Point', 'region_name': '', 'country_code': 'US', 'exact_city_match': True, 'exact_region_match': False, 'exact_country_match': False}",[],2021-03-09 13:50:19,katymalone__
"We love fiber, but unfortunately, most people don’t eat enough of it.

The RDA (recommended daily amount), according to the Academy of Nutrition and Dietetics is 25 grams for women and 38 grams for men OR 14 grams per 1,000 calories consumed.

The majority of new clients come to me eating less than that on a consistent basis. How much is right for you will vary, however, 25 grams (for women) is a good number to aim for. If you’re super low on fiber to start, make sure you SLOWLY increase your intake over time. You also need to make sure you’re staying consistent with your intake on a daily basis (30 grams one day and 4 grams the next isn’t going to cut it).

Fiber is not only important for digestion, but it also increases satiety (keeps you full for longer) and helps regulate blood sugar and blood cholesterol (among many other things). My top 6 (because I couldn’t pick just 5) favorite sources of fiber include old fashioned oats, ground flaxseed, raspberries, avocado, chickpea pasta, and salad bowls packed with veggies and allll the micros like this one from @dailycleanfoodanddrink pictured here 😋

I’d love for you to share your favorites in the comments below! ⬇️ 

•
•
•
#fiber #fiberintake #highfiber #highfiberfoods #dailycleanfoodanddrink #micronutrients #healthylunch #healthylifestyle #trackmacros #countingmacros #flexibledieting #flexiblediet #sustainablenutrition #nutritiontips #nutritioncoaching #fitnesscoach #healthcoach #moderation365 #fitnessjourney #eatsmart #strengthtraining #holistichealth #macrocoach #lululemon #thesweatlife #leadinsweat #healthyeats #saladbowl #wholefoods #katiegrevlosfitness",US,"{'height': 1350, 'width': 1080}",Katie Grevlos | Health Coach,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/158366601_4262614370433461_2838004448022626567_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=XxcFI_ZpyFYAX9nxRVs&oh=6fe3946e04b1018c8fd9ea5d7b39ab44&oe=6070CE3E,20,"{'street_address': '6215 S Western Ave ', 'zip_code': '57108', 'city_name': 'Sioux Falls, South Dakota', 'region_name': '', 'country_code': 'US', 'exact_city_match': False, 'exact_region_match': False, 'exact_country_match': False}",['dailycleanfoodanddrink'],2021-03-09 13:50:02,katie.grevlos
"LEG DAY!!! Let’s get to it!! 
Today on the agenda is a little crazy, but that’s okay!! We are deadlifting!! Be careful to keep your back straight while doing it pleaseee. This workout may seem a little hard to some. However, you can always change the reps or the amount of times you do the circuit 🪐

Deadlifting is honestly great for your entire body. It helps with not only your legs, but even your core strength and lower back! 

LEGS: 4x 
✰ 8 weighted sumo 
✰ 10 sumo pulses
✰ 10 weighted hip thrust 
✰ 7 deadlifts 
✰ 10 jump squats 

You got this!! I hope you have an amazing day my luvs. Try to focus more on the positive in life and less on the negative. 
✨KNOW YOUR WORTH ✨

#bekind #fitness #knowyourworth #youareenough #workout #lululemon",,"{'height': 1350, 'width': 1080}",Erin R. 🦋,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/158433890_1139529856489625_3388424037611762973_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ceQd5OubSecAX-Rq6r4&oh=7fe3873c7cef041e4604c70a9a7632ff&oe=6072B9F6,117,,['lululemon'],2021-03-09 13:49:39,_focus101
"Dumbbell back and bicep:
Happy Tuesday everyone! This was a nice lil upper body sesh I did today that you only need dumbbells for!! 
-make sure to save this workout for later and let me know how you liked it 🤍🤍 

⬛️SS:
-RDL to bicep curl 10 R
-single arm row 15 R es
4 rounds
⬛️SS:
-weighted super mans 15 R
-hammer curls 8 R es
4 rounds
⬛️SS:
-arm rows 12 R 
-static bicep curl 8 R es
4 rounds

#workout#workouts#jenpetfit#back#hicep#dumbbellworkout#upperbody#strength#womenshealth#collegestudent#collegehealth#fitnessmotivation#workoutroutine#healthylifestyle#lululemon#gvsu#grandvalley#fitnessjourney#backworkout#bicepworkout",US,"{'height': 1350, 'width': 1080}",Jen Petro,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/158281051_298874381578326_8967605241991319217_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=-qfTSrjWYmwAX8Un6Ie&oh=b11f825d01b9b450bed28e4a7625cf7c&oe=60739080,59,"{'street_address': '1 Campus Dr', 'zip_code': '49401', 'city_name': 'Allendale, Michigan', 'region_name': '', 'country_code': 'US', 'exact_city_match': False, 'exact_region_match': False, 'exact_country_match': False}",[],2021-03-09 13:45:36,jenpet_fit
"LSF DUPE!💕
DM/EMAIL TO PURCHASE AND FOR IMAGES AND COLORS AND DETAILS! 💫
-
-
-
-
-
-
-
#preppy #preppystyle #designerdupe #sassydupes #fashion #vsco #ootd #preppygirl #designer #style #la #luxstyle #goldengoose #lululemon #dupes #aesthetic #artsy #styleinspo #boardingschool #tiktok #nyc #miami #texas #lsf #loveshackfancy",,"{'height': 1080, 'width': 1080}",klassy kollections,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158576512_432096914785753_749971792184620616_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=STYTUw_AVcQAX81L0L5&oh=9eefa92ee99a1122fd251f3c51b8b0cb&oe=607189EE,30,,[],2021-03-09 13:45:26,klassykollections
Working from home does allow for a quick lunch time run. First outing with my new Altra Olympus 4. Awesome spring like day. #altrarunning #altraredteam #squirrels_nut_butter #teamholdthecarbs #lululemon #teamaltra,,"{'height': 1080, 'width': 1080}",Dale Woitte,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/158883584_140096604587006_8771387751268228756_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=R0nfE34RWc8AX_lZQ0q&oh=f3d50ea783c4fe75e04ad6298121009e&oe=60713474,14,,[],2021-03-09 13:44:01,dawoitte
"And just like that its been a year (and a few days 😂) since I started running with my coach, @billbrumbachocr . The timing of it all was somewhat serendipitous - I had been wanting to work on my running for quite some time and I finally got my shit together and started in March 2020 - right before the world shut down. Previously I always had trouble running more than 2-3 miles because my knees would always hurt. I never paid attention to my heart rate. And I always had such a hard time recovering from long runs. The world was still fairly normal the first week I did Bill's programming and I would head down to Sports and Wellness to use their treadmills to get my runs done. Fast forward two weeks, the world basically shut down and I had to move my runs outside. Man oh man. What a year it has been. All of these benchmarks I have accomplished within this past year - with my most recent PR - my 1 mile from last Tuesday. I never thought I could run that fast much less run in the cold. It's one thing running on a treadmill, it's a whole other beast getting out and propelling yourself to run FAST on the road and the trials. Throughout the year I have seen and been through so much on my runs. I've explored around the city and have so much more to explore! I have found something that is super sustainable for my body - I can run 3 hours one day and have recovered enough to run 90 minutes the next day. My knees don't hurt after 2-3 miles. I am so incredibly thankful that I have the coach that I do. Bill - you are awesome. You are an amazing coach and an amazing friend and I can't wait to see what I can accomplish with your guidance over this next year!",US,"{'height': 1080, 'width': 1080}",Monika Hendrickson (Roberts),https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158866076_718720998809595_1572221844032348522_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=bu2xoqvFXL4AX97m8uX&oh=98629f2baeb9378d9380bb810d0e5538&oe=60736589,87,"{'street_address': '', 'zip_code': '87120', 'city_name': 'Albuquerque, New Mexico', 'region_name': '', 'country_code': 'US', 'exact_city_match': False, 'exact_region_match': False, 'exact_country_match': False}",['billbrumbachocr'],2021-03-09 13:41:49,monbon86
"Suffering from a stiff neck 😒?

A lot of time it is due to the lack of mobility or strength. We will be releasing a video soon to show you some neck strengthening mobilization exercises you can use. In the mean time, to help with that stiffness or tight muscles try the next 3 stretches by swiping left.

1️⃣ Upper trap stretch - hold 3 x 30 seconds

2️⃣ Levator Scapulae stretch 3 x 30 seconds

3️⃣ Scalenes Stretch 3 x 30 seconds

You should feel a comfortable and gentle stretch. Do not force these movements. Let us know how they go! If you have pain with any of these stretches, DM us and we can give you some modifications.
.
.
.
.
.
.
.
.
.
.
#stretching #pain #exercise #physiotherapy #physio #ottawa #canada #health #wellness #fitness #therapy #foryou #education #mobility #movement #clinics #healthy #lifestyle #covid_19 #selfcare #performance #lululemon #freefromlimits #capital #movement #lfl #gym #athlete #rehabilitation #rehab #coaching",CA,"{'height': 720, 'width': 1080}",Vitality Physiotherapy,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158439440_2883527781934957_8301246864338003643_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=6mRKw_MVWLgAX8AVF8w&oh=dd4aa2eabe7af400e3deb8e693c5a925&oe=6073E281,76,"{'street_address': '', 'zip_code': '', 'city_name': 'Ottawa, Ontario', 'region_name': '', 'country_code': 'CA', 'exact_city_match': True, 'exact_region_match': False, 'exact_country_match': False}",[],2021-03-09 13:41:03,vitalityphysio
"💫Arms kneeling series • 3 of 5

✨Down circles✨

Resistance: 🔵 or 🟡

Muscle focus: Deltoids 

✨ You’re ready and I’m here to help! ✨
•
•
•
•
•
•
•
•
•
•
•
#tuesdayvibes #tuesdaymotivation #tuesdaymood #tuesdaythoughts #tuesdayworkout #tuesdayexercise #tuesdaypilates #bestpilates #bestpilatesstudio #bestpilatesinstructor #pilatesinstructorlife #pilatesflexibility #inshapemom #inshapemoms #peloton #getfit #outdooradventures #outdoorexercise #outdoorworkout #westlakevillageinn #stonehaus #fourseasonswestlakevillage #lululemon #spadayathome #womenwhoexercise #momlifestyle #momsbelike #momsofconejovalley #malibupilatespro",US,"{'height': 937, 'width': 750}",Pilates Teacher Thousand Oaks,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158212859_902644000573219_2517505226838492266_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=pwie8gc3ApkAX_nrwqk&oh=3e5fa7840ec42275f6670af7263a2291&oe=604B505D,26,"{'street_address': '', 'zip_code': '91359, 91361, 91362', 'city_name': 'Westlake Village, California', 'region_name': '', 'country_code': 'US', 'exact_city_match': True, 'exact_region_match': False, 'exact_country_match': False}",[],2021-03-09 13:36:16,pilatesinnature
"we outside with it todaayyyy😎🕊 I decided to take advantage of the weather and head outside for a quick HIIT workout. 

HIIT stands for High Intensity Interval Training. HIIT workouts are great because they are quick calorie burners & due to the intensity, HIIT workouts keep your metabolism elevated for hours after your workout due to the EPOC effect or excess post-exercise oxygen consumption effect.

Todays HIIT is an upper body and core focused workout 

🌱complete in a circuit style with no rest in between exercises. 

🌱45 seconds each exercise, 1 minute rest in between sets. Repeat 4x5 times 

🌱5 jumps to 5 pike push-ups
🌱bear stance alternating knee taps
🌱down dog toe taps with walk out
🌱plank walk outs to superman mtn climber (slow) 

sending good vibes everyones way today🌱🕊 

I do not own the rights to this song: @nav :)",US,"{'height': 750, 'width': 750}",CASSIE BAKER,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/159111095_222234876300771_7924884853023108795_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=QEPxaBahF2MAX-R0tf4&oh=ccd57aafb8e612eafe7e50d09630d321&oe=604B1C9E,70,"{'street_address': '', 'zip_code': '', 'city_name': 'Boston, Massachusetts', 'region_name': '', 'country_code': 'US', 'exact_city_match': True, 'exact_region_match': False, 'exact_country_match': False}",[],2021-03-09 13:36:05,cassiebakerfitness
"Lululemon sunset striped salutations long sleeve. Would best fit a 6 or 8. Light pink and black.
$25 shipped 
•
•
#lululemon #resale #thrifted",,"{'height': 1080, 'width': 1080}",sought & found,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/158833982_145344644120273_243326590740356030_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=O2jSlb0h7ucAX-3eVrx&oh=24bb5791280aa505c6e42492238e3726&oe=6073092C,3,,[],2021-03-09 13:35:27,sought.and.found
"Some lovely bench progress today! 
PR 120 for 3 
115 for 5
115 for 3 back in December 

Goal is to finish with a 135 1 RM at the end of the program. Let’s see 🤩",US,"{'height': 937, 'width': 750}",Kaitlyn Evans,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158038095_519326509460699_7429935096048287387_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=FydXjB-knRIAX82XCkJ&oh=90692d87b046406f29dab5184bdd7d42&oe=604AE9E9,36,"{'street_address': '', 'zip_code': '96720-96721', 'city_name': 'Hilo, Hawaii', 'region_name': '', 'country_code': 'US', 'exact_city_match': True, 'exact_region_match': False, 'exact_country_match': False}","['gymshark', 'lululemon', 'gymsharkwomen', 'aloyoga', 'krissycela', 'cbum', '1stphorm', 'gymsharktrain', 'naturallystefanie', 'gregdoucetteifbbpro', 'ghostlifestyle', 'australianstrengthcoach', 'willtenny', 'sarahdarrellfit', 'worlds_strongest_gay']",2021-03-09 13:33:32,fit.kulture
"I wasn’t feeling my cross training workouts this week, and am super tight on time since I’m helping my parents get situated in Spain (the organization and bureaucracy here is another story). Today I decided to workout at home instead. I prefer classes since the coaches always push me to do more and it’s more motivating for me to follow a video than “work out alone”. So I searched “workout gains” on YouTube and stumbled across a 30 minute video by @andrinafit. It was awesome! I had to rest a few times but mostly pushed through it, and this is the end result 💪😅 Do you always practice the same type of workout or do you switch it up?
.
.
🇪🇸⬇️
.
.

No estaba muy motivada con los entrenamientos de #crosstraining esta semana, y estoy muy ocupada ayudando a mis padres a mudarse a España (la organización y la burocracia aquí es otra historia). Así que hoy decidí hacer ejercicio en casa. Prefiero las clases porque los entrenadores siempre me motivan a hacer más y también es más motivador para mí seguir un video que ""hacer ejercicio sola"". Así que busqué ""workout gains"" en YouTube y encontré un video de 30 minutos de @andrinafit. ¡Fue maravilloso! Necesitaba descansar un par de veces, pero sobre todo lo supere, y este es el resultado final 💪😅 siempre practicas lo mismo tipo de entrenamiento o lo cambias?
.
.
.
.
.
#andrinafit #workout #workoutfinish #ejercicios #crosstraining #homeworkout #ejerciciosencasa #bootyshorts #sexyworkout #yogashorts #tired #cansada #workoutgains #lululemon #asics",,"{'height': 874, 'width': 1080}",Jenna Ayumi,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/158111841_800288594236512_3245071770722834093_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=7cJaqhGbUZEAX_TGcRK&oh=52d5f289216829d7237667f7282df4a1&oe=6073FD42,12,"{'street_address': '', 'zip_code': '', 'city_name': '', 'region_name': '', 'country_code': '', 'exact_city_match': False, 'exact_region_match': False, 'exact_country_match': False}","['lululemon', 'asics', 'andrinafit']",2021-03-09 13:33:27,ayumiyogi
"Saindo mais lindezas por aqui. Vc escolhe. Essa compra foi feita pelo site e as cores foram escolhidas diretamente pelo WhatsApp 18 99714 8826
Site www.3dmira.com
Mercado livre 3DMira
Direct@3dmira
Messenger KEÍLA MIRA

#mulher #mulherpoderosa #mulheresempreendedoras #mulheresempoderadas #mulheres #modafemininaonline #modafeminina #modaplussize #moda #amarelo #amazing #amorpropio #amores #universo #lululemon #bolsas #belo #bonito #lindos #boatardinha #unhas #nails #naildesign #naildesigner #unhasdecoradas #desingerdesobrancelhas #logodesinger #unhasdegelperfeitas #mktdigital #mkt",,"{'height': 1080, 'width': 1080}",3DMIRA.COM,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158164303_161242302487348_5249718366518924204_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=mrSF9DC1lT8AX9fgQo-&oh=bc23d30c9621a184f139cfe71cf108f2&oe=6070FC1B,23,,[],2021-03-09 13:32:47,3dmira
"Pulling sh*t in Mazzy HQ 2.0 🦍

Currently sitting at the heaviest I have been for a while (210lbs), as strong as I have been through most movement patterns, highest calories I have sat at in years (3k)... and all from the downstairs bedroom 🤷🏻‍♂️

————
⠀⠀⠀
Double tap & Save this one for roasting the posterior chain👇🏻
⠀⠀⠀⠀⠀
EXERCISE 1: 💥 Barbell RDLs - 3 sets: 6,8,12 
⠀⠀⠀⠀⠀
EXERCISE 2: 💥 DB hamstring curls - 1 set: AMRAP
⠀⠀⠀⠀⠀
EXERCISE 3: 💥 Barbell Good mornings - 3 sets: 8,8,12
⠀⠀⠀⠀⠀
EXERCISE 4:💥 Barbell row - 3 sets: 8,8,12

EXERCISE 5: 💥 Single leg banded extensions - 3x10-12reps 
⠀⠀⠀⠀
EXERCISE 6: 💥 D handles rack pull ups - 2 sets: 8,12⠀

EXERCISE 7: 💥 Straight arm pull ins - 2 sets: 12,15+⠀⠀
————
✍🏻 Paying attention to the bottom number on this workout i.e the tempo has been the most efficient way for me to progressively build lean tissue at home!
.
.
.
.
.
#backworkout #homebackworkout #lowerworkout #hamstringworkout
#fitnessuk #bodybuilding #bodybuildingathome #hometraining #fitfam #tempotraining #workoutmotivation #workoutvideos #UKFitness #Fitnessgoals #Gymshark #Fabletics #LuluLemon #nike #justdoit #Lockdown #Fitnessgoal #Fitnesstransformation #Fitnesscoach #Fitnessforlife #Fitnessphysique #Fitnesswear #Fitnessjunkie #Fitnessguru #Fitnessaddicted",,"{'height': 937, 'width': 750}",Ben Haldon | Fitness 💪🏼,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158166816_139832798033795_4244564934181316227_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=ocKipcZmNs0AX_hBMgs&oh=47214bf997e81023f8537b6f939c2136&oe=604AF7C2,677,,"['fableticseu', 'fableticsmen', 'usnuk', 'calum_themusclementors', 'mycoachschool']",2021-03-09 13:31:04,mycoachbenji
"Rolling through the week the way I roll through my spine! Slow, controlled, and feeling good!
.
.
.
#pilates #dedication #strong #strongwoman #goals #absworkout #core  #sixpack #reformerpilates #pilatesgirls #pilatesinstructor #pilatesgoals #moveyourbody #moveyourspine #breathe #merrithew #balancedbody #toesox #lululemon #josephpilates #instafit #instapilates #sandiego #sandiegopilates #pilatesstudio #workout #sweatonceaday #virtualpilates #zoompilates",US,"{'height': 750, 'width': 750}",Caleigh Nelson,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/159057055_734935520536780_2677820481770056420_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=_UzJipBQNioAX-oXVgs&oh=33946719b7049a0e1efdcd866f027f2d&oe=604B4B38,17,"{'street_address': '', 'zip_code': '', 'city_name': 'San Diego, California', 'region_name': '', 'country_code': 'US', 'exact_city_match': True, 'exact_region_match': False, 'exact_country_match': False}",[],2021-03-09 13:30:39,3rd.eye.wellness
"Let me show you 3 exercises you can do with this rope thingy😂

As a child...recess was my favorite thing about school. The gym is my recess time in life. I work out for physical health, mental health, and for strength and stamina.
——————————————————————-
Fit: @lululemon #lululemon 
——————————————————————-
#fitgirl #gymrat #fitpro #bikinipro #bikinimodel #fit",,"{'height': 937, 'width': 750}",MissVegasB💣mbShell,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158171413_3946338132100184_5927934972645747432_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=AixLwuO9w7MAX-MDJCm&oh=64d29ccab348ad40f8b41237610e13c2&oe=604B6043,22,,[],2021-03-09 13:30:26,missvegasbombshell
